525, 1, 1, img/five.png, 930, 650, none
523, 1, 1, img/five.png, 890, 765, occupied
513, 1, 1, img/five.png, 250, 900, none
518, 1, 1, img/five.png, 650, 1025, none
522, 1, 0, img/five.png, 850, 850, open
508, 1, 0, img/five.png, 125, 600, open
503, 2, 2, img/five.png, 100, 200, none
502, 2, 2, img/five.png, 100, 110, occupied
514, 2, 2, img/five.png, 270, 1025, none
507, 1, 0, img/five.png, 110, 530, open
526, 1, 0, img/five.png, 950, 590, open
521, 2, 1, img/five.png, 825, 950, partial
524, 1, 1, img/five.png, 900, 700, none
531, 1, 1, img/five.png, 900, 220, none
505, 2, 2, img/five.png, 100, 400, none
527, 2, 2, img/five.png, 990, 500, none
519, 1, 1, img/five.png, 725, 1025, none
515, 1, 0, img/five.png, 390, 1025, open
516, 1, 0, img/five.png, 465, 1025, open
506, 1, 0, img/five.png, 100, 470, open
529, 3, 3, img/five.png, 1000, 160, none
504, 1, 0, img/five.png, 100, 300, open
509, 1, 0, img/five.png, 155, 660, open
511, 1, 0, img/five.png, 205, 785, open
530, 3, 3, img/five.png, 900, 160, none
501, 3, 3, img/five.png, 200, 110, none
520, 2, 1, img/five.png, 825, 1025, partial
510, 1, 0, img/five.png, 180, 725, open
528, 1, 1, img/five.png, 1000, 190, none
512, 1, 0, img/five.png, 225, 850, open
257, 1, 1, img/two.png, 1940, 570, none
232, 2, 2, img/two.png, 1085, 400, occupied
271, 1, 1, img/two.png, 2150, 870, occupied
250, 3, 3, img/two.png, 1800, 100, none
256, 1, 0, img/two.png, 1820, 570, open
276, 1, 1, img/two.png, 2300, 1050, occupied
244, 1, 0, img/two.png, 1600, 400, open
262, 1, 0, img/two.png, 1915, 765, open
242, 1, 1, img/two.png, 1560, 400, occupied
238, 1, 0, img/two.png, 1310, 400, open
261, 1, 1, img/two.png, 1980, 685, none
254, 2, 2, img/two.png, 1820, 500, none
270, 1, 0, img/two.png, 2150, 1050, open
266, 2, 0, img/two.png, 2018, 1050, open
268, 1, 1, img/two.png, 2080, 1050, none
265, 2, 2, img/two.png, 2080, 820, occupied
234, 1, 1, img/two.png, 1175, 400, occupied
246, 1, 1, img/two.png, 1700, 400, occupied
243, 2, 2, img/two.png, 1560, 310, none
259, 1, 1, img/two.png, 1935, 635, none
274, 1, 1, img/two.png, 2280, 1050, occupied
252, 1, 1, img/two.png, 1800, 200, occupied
231, 1, 1, img/two.png, 1085, 310, none
253, 1, 1, img/two.png, 1890, 200, occupied
239, 3, 1, img/two.png, 1400, 310, partial
240, 1, 1, img/two.png, 1470, 400, occupied
264, 2, 0, img/two.png, 1945, 820, open
258, 1, 0, img/two.png, 1880, 635, open
241, 1, 1, img/two.png, 1470, 310, none
233, 1, 1, img/two.png, 1175, 310, occupied
237, 1, 1, img/two.png, 1310, 310, none
275, 2, 2, img/two.png, 2280, 920, none
235, 1, 1, img/two.png, 1200, 310, occupied
251, 3, 3, img/two.png, 1900, 100, none
260, 1, 1, img/two.png, 1900, 685, none
236, 1, 1, img/two.png, 1200, 400, none
263, 1, 1, img/two.png, 1990, 765, none
272, 1, 1, img/two.png, 2220, 1050, occupied
321, 2, 2, img/three.png, 825, 950, none
316, 1, 1, img/three.png, 465, 1025, occupied
314, 2, 2, img/three.png, 270, 1025, occupied
304, 1, 1, img/three.png, 100, 300, none
324, 1, 0, img/three.png, 900, 700, open
312, 1, 0, img/three.png, 225, 850, open
306, 1, 0, img/three.png, 100, 470, open
310, 1, 1, img/three.png, 180, 725, none
318, 1, 1, img/three.png, 650, 1025, none
325, 1, 1, img/three.png, 930, 650, none
309, 1, 0, img/three.png, 155, 660, open
315, 1, 1, img/three.png, 390, 1025, none
311, 1, 1, img/three.png, 205, 785, none
319, 1, 1, img/three.png, 725, 1025, none
326, 1, 1, img/three.png, 950, 590, none
302, 2, 2, img/three.png, 100, 110, occupied
308, 1, 1, img/three.png, 125, 600, none
